active_power,reactive_power,v_mag_est,v_ang_est,result_f
"[0.0, 21.6409170558243, 78.05482596423622, 48.222578924156565, 6.138844635532311, 12.22417925869383, 0.0, 0.0, 25.915059626156587, 8.500547360861157, 3.054617205390333, 6.674351845307204, 11.874736616938348, 15.595849829228223]","[0.0, 13.497469555290502, 19.307457687802206, -3.7805642653782434, 1.7107205333827018, 7.247166214824688, 0.0, 0.0, 16.86984292356686, 6.674780783599513, 2.036780511457, 1.6203772125571196, 4.7987986493858505, 5.131992704398488]","[1.0599996634796245, 1.0584021377384762, 1.029039912121138, 1.0247956239434204, 1.029212438345527, 1.0290201619813886, 1.0251673327297506, 1.0599986602230014, 1.0048096214432072, 1.0008905408008997, 1.0112009076152366, 1.012870518692896, 1.008608530507022, 0.986854832751717]","[0.0, -0.03075047846681372, -0.15025158542064226, -0.12338293522870857, -0.10369096247876709, -0.204082681294906, -0.1772158752946908, -0.17721586765323588, -0.20608866947242815, -0.21034208718468667, -0.20899856853988624, -0.2198764818949631, -0.2196820637434264, -0.23212879276037354]",4910.605552838049
"[0.0, 23.39577078404971, 110.95986811049453, 53.03360150456493, 8.607685722140813, 11.401520618207062, 0.0, 0.0, 32.001256330813774, 9.631288698098425, 4.125392679407049, 5.775916841165517, 11.014150710361232, 17.334328342434162]","[0.0, 13.702377164088158, 21.836353742272404, -3.6038205809028305, 1.811465754147153, 6.996174378814333, 0.0, 0.0, 17.630813511174964, 6.210960346942808, 1.7938265976582888, 1.7197381528721352, 6.781786115684911, 5.467709649936456]","[1.0599996715862912, 1.0570512312865428, 1.0204110605493757, 1.0195784069931042, 1.0252412913165274, 1.0336194149513864, 1.0221537192443488, 1.0599980930110395, 1.0013684959939446, 0.9986793732617176, 1.0119554730675393, 1.0166858497673228, 1.0102281038399343, 0.9836722141511826]","[0.0, -0.05296407503251033, -0.212301136134312, -0.1613307132588509, -0.13550076905329608, -0.24286293967445086, -0.2215924406826021, -0.22159242650748545, -0.25385638608999844, -0.25776777729510914, -0.2531830101006837, -0.2575977945487821, -0.2581044895299284, -0.2783236330534958]",5997.154636436427
"[0.0, 17.667784324203623, 106.50258170457667, 47.92372954865105, 8.697122164112539, 12.73877666956629, 0.0, 0.0, 33.54730978365454, 7.833690745924334, 3.2253944084249184, 5.471666256769804, 14.809112840131528, 12.835712991428132]","[0.0, 14.625140781267469, 20.564704666137573, -4.4855927655537755, 1.369187365286842, 7.196941213683908, 0.0, 0.0, 15.169232457313015, 5.520633144588681, 1.5063981388147527, 1.6425520370091649, 5.528960576936509, 4.092923324555091]","[1.059999620240983, 1.0580552121461346, 1.022675166918757, 1.0232885196606283, 1.0281568557894647, 1.0352886927010327, 1.0265592749744037, 1.0599975577039513, 1.0088188670551104, 1.00642150233678, 1.0174908184591953, 1.019795894741058, 1.0137425756028748, 0.9951897663436893]","[0.0, -0.04564714299175562, -0.1980711817982584, -0.15022393245458307, -0.12652785939241531, -0.23295618457222939, -0.20893224711394245, -0.2089322326203953, -0.24024654911197646, -0.24348187828282733, -0.24038788396057478, -0.24801706999249928, -0.24988112640939575, -0.26087866132705134]",5646.51679436366
"[0.0, 18.50431189897762, 90.10791767490501, 46.46915864983691, 7.998382724948392, 10.784523716711446, 0.0, 0.0, 28.50973316333649, 8.433625417981462, 3.4254109738436065, 5.408493464394571, 11.341197097210715, 12.805527735488822]","[0.0, 11.164181066136747, 18.39169761291906, -4.0932828597088795, 1.682488216337109, 6.000292708685781, 0.0, 0.0, 19.680548581855305, 5.475168319774047, 1.9186554792163657, 1.3875332795239022, 6.535516623151179, 4.322735445908738]","[1.0599996861588372, 1.0584006409330389, 1.0263283300791959, 1.0242004788128303, 1.028788454913073, 1.0279240561514766, 1.0237851514622023, 1.0599986280997495, 1.0021046568709682, 0.9992418615193787, 1.0097108327799351, 1.0128149337733352, 1.0072053996450276, 0.9881026718939132]","[0.0, -0.03361734892349785, -0.16519205314007332, -0.12789380999745453, -0.1071707655374596, -0.20215739812642736, -0.1806899546868265, -0.18068994658210819, -0.20906700822411778, -0.212880009663992, -0.20973764463584857, -0.21577764528991572, -0.21578277094963316, -0.2284371986812195]",5043.0930390291005
"[0.0, 22.350037585851894, 90.6054372895094, 47.649272378378264, 7.750901360071081, 10.032585659379565, 0.0, 0.0, 28.1834013915984, 9.002023968664458, 3.0427005546761126, 5.840176752863287, 12.881669993857388, 13.624582748379886]","[0.0, 10.534027745691, 20.08642865857159, -3.39212422619684, 1.817295353142517, 8.742589608027902, 0.0, 0.0, 14.939398743684402, 4.964958937003887, 1.6674323518098801, 1.4986713688902704, 5.561869503902543, 4.745917883915638]","[1.0599996484581278, 1.0580273644763996, 1.02615176605425, 1.0250942686254378, 1.0297779795014466, 1.0340844603615391, 1.0275611590297462, 1.0599981415358202, 1.0097934838818192, 1.0070606677178175, 1.0171495926956526, 1.01869200668925, 1.0133337080684337, 0.9939498129862513]","[0.0, -0.03676057806834488, -0.1694767079089139, -0.13264437198164497, -0.11136603190042987, -0.2080948060320107, -0.18634481175567558, -0.18634480185625182, -0.21501275411719173, -0.2191894769941559, -0.21559919994673712, -0.2230069936999384, -0.22371612303291263, -0.23597638242643199]",5193.814163677816
"[0.0, 19.33167717556247, 83.08061071887815, 51.68150947513417, 7.664951907190307, 10.006703159316373, 0.0, 0.0, 31.759044243500675, 7.209579973029406, 3.6214643720800765, 6.357854687249952, 14.825754740814768, 17.21981357757128]","[0.0, 11.900002739489132, 15.977634869085776, -3.6454639180334434, 1.323830185244421, 8.408460616024366, 0.0, 0.0, 15.004017792939901, 4.9138065750492705, 2.0528907595357295, 1.8415969781666597, 5.257791905848369, 5.2435210969355275]","[1.059999680680697, 1.0582994979222298, 1.027690677009372, 1.023724934449753, 1.02865561394586, 1.0347806979431435, 1.0264204984132013, 1.0599983925607976, 1.0083418304466807, 1.0062807357913295, 1.016476178341687, 1.0177379212769446, 1.0117716920235311, 0.9888446182332651]","[0.0, -0.03686215494338527, -0.1651435716841771, -0.1372334803956705, -0.11569024566187959, -0.22183913528090868, -0.1969742288740832, -0.19697421951560057, -0.22886743018577071, -0.2319474836531415, -0.2292080116286674, -0.23881362369469497, -0.2406732278894502, -0.2564147132972399]",5236.855034633962
"[0.0, 18.010595027610524, 96.38254892983016, 40.43879094973583, 6.162067814935814, 12.004766385654934, 0.0, 0.0, 33.73882908604121, 7.491155183256522, 2.947364366378263, 6.9894664686698516, 13.51769428738582, 13.547394740675895]","[0.0, 14.703570910830363, 20.440984975142513, -4.355414850818381, 1.4607982337249235, 6.866326078231627, 0.0, 0.0, 14.834840671113612, 5.856055411872333, 1.9338195394600197, 1.4198714120005045, 6.1593828670419475, 4.084289699635536]","[1.0599996429374634, 1.0584962814602497, 1.0254513158646734, 1.025456581690968, 1.029906836889092, 1.0339990622333028, 1.0272377518723979, 1.0599980761945151, 1.0091614326303333, 1.0062346894798473, 1.0164842266852991, 1.0173936590639139, 1.0124671835543588, 0.9942859889812192]","[0.0, -0.036944440298816855, -0.17542883491742, -0.133678165806347, -0.11259596337764237, -0.2173657893682787, -0.1928052845224319, -0.1928052739149903, -0.22439889253819656, -0.22721935387349904, -0.22403060761718077, -0.23418163991478685, -0.23390708515573216, -0.24608388009011747]",5207.233280691779
"[0.0, 25.46764947445981, 97.58792157176738, 42.83906557631145, 6.735780377522511, 11.450146474783365, 0.0, 0.0, 30.73180804408875, 9.97129250273529, 2.961562897472997, 5.164918045337312, 12.777091182015775, 13.552331794356313]","[0.0, 11.169366401945632, 16.19308464642875, -4.072932260407845, 1.720400386293816, 8.108808680637134, 0.0, 0.0, 19.126737643198037, 6.86170425098577, 1.7199327442515682, 1.8417812223712158, 6.409869302623971, 4.679945806068027]","[1.0599997198587139, 1.0572546384822132, 1.0236677682199813, 1.02257141676354, 1.0273681076749739, 1.0282588469575933, 1.0223919929277574, 1.0599986903029581, 1.00016297451717, 0.9964124731876062, 1.0087928804751483, 1.0122744124593321, 1.006112999269243, 0.9853659677505265]","[0.0, -0.04069332690881498, -0.1804648042631401, -0.13671733736655522, -0.1149313422656425, -0.21646652892078208, -0.19389582490890744, -0.19389581648299423, -0.22463724679142377, -0.22878409936402477, -0.22445871193463382, -0.23027288743102672, -0.2315825682051213, -0.24506372247970937]",5373.60702089878
"[0.0, 19.401622156841945, 88.8154613122701, 38.91525355633417, 6.51069359413444, 10.410833460059289, 0.0, 0.0, 33.55041460868931, 7.8963069569167805, 2.9735158374779864, 6.42735646174426, 15.144967200755328, 17.663789659455826]","[0.0, 12.261484816208167, 20.778307539117332, -4.412552506243993, 1.3198630071571829, 8.041843558392381, 0.0, 0.0, 16.527641142850992, 5.006915756233619, 1.970645413004413, 1.7544075518076505, 6.593597214771022, 4.755137370295505]","[1.0599996641506009, 1.0584774159584158, 1.0269767681082957, 1.025047871735496, 1.0294716664439822, 1.0335751762950256, 1.025910810843305, 1.0599984388801822, 1.0066920515716975, 1.0045626806415027, 1.0153560487496187, 1.0159302634246072, 1.0092610378735019, 0.9871839364019226]","[0.0, -0.035158664743900545, -0.16620358052482434, -0.13096003175684062, -0.11091504611768838, -0.2192729240903304, -0.19344863889345504, -0.19344862958700956, -0.22690536082217186, -0.2301217934841549, -0.22643878675985316, -0.23659342747843762, -0.2382097050194903, -0.25535535737599613]",5130.208678589417
"[0.0, 22.771297768690527, 112.9440730176192, 57.10898616499009, 7.155289281663041, 11.21758558513525, 0.0, 0.0, 28.937186065274798, 8.559278453939253, 3.2128358817253964, 7.30585827709053, 14.761166187450842, 14.236932074661818]","[0.0, 12.647503791617249, 21.833465533995724, -3.535552559183702, 1.423104145527722, 6.741860043742343, 0.0, 0.0, 14.256874702731992, 6.947536770933299, 2.0883119237578156, 1.6864079599955712, 6.708379467503555, 5.870925475015638]","[1.0599996385385675, 1.057269292356919, 1.0204582916141707, 1.0207760928097025, 1.0263987594851476, 1.0354548619425954, 1.0248821275851911, 1.0599976693495516, 1.0063914790411204, 1.0030657303906834, 1.0153193880291382, 1.0169830243641018, 1.0112215191700273, 0.9888391910995671]","[0.0, -0.05348989102533211, -0.2148644337976366, -0.16257685334123417, -0.13615707466278262, -0.24371458857458714, -0.2183409423859534, -0.21834092634521624, -0.24808456366928427, -0.2518645509776491, -0.2496482853386486, -0.2611149524679432, -0.26067068646826813, -0.270989001741239]",6018.5958756972395
"[0.0, 23.244699332701785, 98.70020718117706, 43.861836824252975, 8.624355838020755, 11.431554173200556, 0.0, 0.0, 26.94539329913643, 9.100909097622624, 3.7552544100511884, 5.18555127635709, 12.71289451039129, 16.698064747344066]","[0.0, 12.665915053710322, 19.99279260547058, -4.167013271159856, 1.7461186829106088, 8.597931951128835, 0.0, 0.0, 18.141639661194475, 5.336635981894617, 2.1370737241523816, 1.83374027105412, 5.312478282582989, 5.350137353373976]","[1.0599996995436516, 1.0576147478238003, 1.0239421281041783, 1.023398024104271, 1.027971810867635, 1.030746148253043, 1.024257642345224, 1.0599984951441852, 1.0036679859720268, 1.0008443682490957, 1.0115716231392684, 1.014983539141948, 1.008836096315514, 0.9850852592936029]","[0.0, -0.04103101472489467, -0.1824297972430801, -0.13846230564155967, -0.1168790455165974, -0.21901716199918203, -0.19408909732198068, -0.19408908785466508, -0.22391651164277993, -0.22863524797572155, -0.22623375547211855, -0.23327538003721926, -0.23511187438833583, -0.2504883925958685]",5399.644324350784
"[0.0, 18.605834107623703, 96.56901980461419, 51.07898928117522, 7.811470731621345, 11.901167707284188, 0.0, 0.0, 27.812820000244788, 10.704127018464439, 2.8694735078512545, 5.6078378554662125, 15.8860558480953, 17.781637251778605]","[0.0, 10.546071079603358, 19.46629821541091, -3.744191868565929, 1.796129643325057, 6.165072706714, 0.0, 0.0, 14.326780481973572, 6.247099131050772, 2.030952399220655, 1.730892731921692, 5.6614582156447595, 5.756775332505293]","[1.0599996883389564, 1.0580216975546683, 1.0245194511454572, 1.0225055812600705, 1.0274660097696933, 1.0353877425055462, 1.0257320903976417, 1.0599982918655577, 1.0074944146208347, 1.0039450016149731, 1.0159302175344735, 1.0185475807422604, 1.0111669825730765, 0.9868446948845223]","[0.0, -0.043258520937219956, -0.1862892368483178, -0.1474647667639601, -0.12441752233073623, -0.2349827808052723, -0.20707299818167055, -0.20707298713554886, -0.23888434216404153, -0.24429578139290725, -0.24121452894382697, -0.2513249142740773, -0.25386631996466297, -0.2683611080008429]",5544.74345056204
"[0.0, 22.392044692403978, 99.02844616746881, 40.03812471206113, 8.68276076553181, 12.409183507892248, 0.0, 0.0, 25.58992731085292, 9.671966589723, 4.148174488713026, 5.636421873550606, 10.882578495964552, 16.299810103136032]","[0.0, 14.592470937845409, 15.627889515987132, -4.138312978600128, 1.5213978524308165, 6.610021961150199, 0.0, 0.0, 15.54052535919125, 5.2992351754287625, 1.9699288517960207, 1.8154052880680518, 6.300773077166278, 5.279978450071483]","[1.0599996775720577, 1.0580046739299027, 1.0246003520439924, 1.0254024193210947, 1.0296749057776773, 1.0327624954877324, 1.026861628183259, 1.05999828778702, 1.0081659429985932, 1.0048184224343586, 1.014594689644923, 1.0166864668426803, 1.0113578435218524, 0.9892237951147296]","[0.0, -0.03877533879965512, -0.1789042805822244, -0.13382713521598277, -0.11316275176419754, -0.21348553164692197, -0.18837405478825725, -0.1883740450790675, -0.21754936428249214, -0.22295515727264106, -0.22108015669200382, -0.22719364365303793, -0.22747576575714212, -0.24284644184595525]",5280.882791451631
"[0.0, 18.785551159201244, 77.79258124191222, 54.2248771707136, 7.956512560128621, 9.751073796752799, 0.0, 0.0, 27.54260738185157, 8.554306579062262, 3.0182434284618678, 6.918023649869326, 13.548635918876206, 15.239833696796218]","[0.0, 10.240419531581717, 15.708615275177019, -3.372063211701312, 1.2992242003764134, 7.974468469873198, 0.0, 0.0, 14.272058794047656, 4.977988507216928, 2.1263338175894226, 1.7238428983198348, 5.998194882038984, 4.644973743610189]","[1.0599996432981766, 1.0586604749561384, 1.029325758449316, 1.0250715196996318, 1.0298530369574528, 1.034283621478002, 1.027845616834774, 1.0599982552506197, 1.0104618510192174, 1.0076269303737155, 1.0171326834934689, 1.0171990629642806, 1.0123180135522147, 0.9927911043184047]","[0.0, -0.032750227195150035, -0.15444794755321228, -0.13022636640899013, -0.10943323470979052, -0.2090772400865387, -0.18493217976577322, -0.1849321705666322, -0.21411648996682667, -0.2182427810219935, -0.2153895747035634, -0.22572165146390077, -0.22588136423442762, -0.23896033994751825]",5030.67603983396
"[0.0, 23.773278194783668, 98.7842037522606, 45.6306312656852, 6.7392578436998445, 13.106753336364042, 0.0, 0.0, 35.35402824540384, 8.582147958198517, 3.9957754408491346, 6.98411950717313, 12.056419135932096, 12.485244566406967]","[0.0, 12.32355606980868, 15.216874447277487, -3.8984678207731753, 1.6763522327983684, 8.328264742344103, 0.0, 0.0, 19.52250184516433, 4.714530343961977, 1.952477376357937, 1.4245490961956397, 5.075122234317117, 5.6006371371985]","[1.0599997115836854, 1.0571418294548331, 1.0230020383084457, 1.0211572201348065, 1.0261768948731558, 1.0294503066081861, 1.0221994935979801, 1.0599985385286619, 1.0006866105327497, 0.9987080051096421, 1.009872305119975, 1.012999419559225, 1.008539760451661, 0.9861379496451296]","[0.0, -0.043937582453687854, -0.18754209167831776, -0.1447732717348587, -0.12191419877578599, -0.2303287645749893, -0.2059739117280951, -0.2059739021016686, -0.2388132266536867, -0.2428256807385617, -0.2393088622638752, -0.24660569679388294, -0.24575346147274688, -0.25687740820968374]",5554.138444383904
"[0.0, 23.894525078781243, 85.70302598931647, 54.886675755374114, 6.411907743807811, 9.890044272833444, 0.0, 0.0, 34.079713431140966, 9.734166271454745, 2.9023219268983893, 6.060244662515863, 13.602488506981956, 17.475552203238394]","[0.0, 12.429559166558521, 16.054876536376476, -4.117109198962754, 1.414974064569022, 6.232599774671121, 0.0, 0.0, 14.21659301645526, 6.262817669065449, 2.0316111522637694, 1.321009595600862, 4.884512473329906, 4.180347647164092]","[1.0599997210798526, 1.0575006600704393, 1.026230781158002, 1.022334749820424, 1.0277011328389203, 1.0357519106769482, 1.0256374489230247, 1.059998463189443, 1.007538669030531, 1.0042078725104564, 1.0161417177011818, 1.0202156398903737, 1.0140061292643374, 0.9908133405997247]","[0.0, -0.042135535538555424, -0.17470403067020593, -0.14568768621352993, -0.12229213233961281, -0.2296203637718845, -0.20843771032954225, -0.20843770120621838, -0.24191714075626242, -0.24518013157104365, -0.2390400801040831, -0.24658100980545658, -0.24851143034589862, -0.2682919979606248]",5490.312231472767
